iter	RMSE
184	0.6552290616
185	0.6549737095
186	0.6546603009
187	0.6543560515
188	0.6539909482
189	0.6536782912
190	0.6532744723
191	0.6528775939
192	0.6524075124
193	0.6519359435
194	0.6515270332
195	0.6512132253
196	0.6508020056
197	0.6505502384
198	0.6500502815
199	0.6496730987
200	0.6493544557
201	0.6489409872
202	0.6484469318
203	0.6480855745
204	0.6477644381
205	0.6473546778
206	0.6470441896
207	0.6466833368
208	0.6463819052
209	0.6460205917
210	0.6457123093
211	0.6454443337
212	0.6450958717
213	0.644773283
214	0.6443347556
215	0.6440578784
216	0.6437726681
217	0.6434332058
218	0.6429930321
219	0.6425560292
220	0.642257427
221	0.641833989
222	0.6415336456
223	0.6412431726
224	0.6409994329
225	0.6407547646
226	0.6403258932
227	0.6400672426
228	0.6397131022
229	0.6393957522
230	0.6390889597
231	0.6386687568
232	0.6383798915
233	0.6381205194
234	0.6376509581
235	0.6374214056
236	0.6370745261
237	0.6368319741
238	0.6365291033
239	0.6362487852
240	0.6360552318
241	0.6356701621
242	0.6352355197
243	0.6349596279
244	0.6346604342
245	0.6342862929
246	0.6340029402
247	0.6336687397
248	0.6333931266
249	0.6330328967
250	0.6325989228
251	0.632262696
252	0.6319273757
253	0.6314839605
254	0.6311872721
255	0.6308834815
256	0.6306559744
257	0.6304061
258	0.6300576708
259	0.6296948712
260	0.6294677644
261	0.6291238466
262	0.6288586452
263	0.6285982329
264	0.6282277812
265	0.6279793692
266	0.6277035214
267	0.6274120888
268	0.627012541
269	0.6267324664
270	0.6264176103
271	0.6261282815
272	0.6258534381
273	0.6255731238
274	0.625233467
275	0.6250084231
276	0.6247491755
277	0.624511304
278	0.6242508717
279	0.6239780894
280	0.623640915
281	0.6233517518
282	0.6230586684
283	0.6227453562
284	0.622479095
285	0.622226465
286	0.6218859792
287	0.6215940211
288	0.6213833387
289	0.6210989053
290	0.6207386866
291	0.6204948575
292	0.6202805352
293	0.6200992408
294	0.6197425429
295	0.6195120094
296	0.6191644149
297	0.6189877259
298	0.6186821249
299	0.6184892027
300	0.6182891461
301	0.6181341968
302	0.6178312099
303	0.61750343
304	0.6171930798
305	0.6168618084
306	0.6167350567
307	0.6164420248
308	0.6162147812
309	0.615997031
310	0.6157847577
311	0.6155598247
312	0.6154316262
313	0.6152237647
314	0.6149283989
315	0.6146702951
316	0.6143502774
317	0.6140908299
318	0.6138049192
319	0.6135094808
320	0.6130237702
321	0.6127757875
322	0.6124582789
323	0.6121944867
324	0.6119263009
325	0.6116883971
326	0.6114134863
327	0.6111433364
328	0.6108867145
329	0.6106277804
330	0.6102654546
331	0.6099459825
332	0.6096669032
333	0.6093874367
334	0.6090958587
335	0.6087943643
336	0.6084841902
337	0.6082709647
338	0.6080427515
339	0.607788956
340	0.6075731717
341	0.6073490064
342	0.6070527322
343	0.6068733891
344	0.6065816939
345	0.6063457003
346	0.6060929416
347	0.6057855553
348	0.6055176228
349	0.6052717067
350	0.6048934855
351	0.6047516086
352	0.6043953644
353	0.6041689722
354	0.6040019094
355	0.6038146888
356	0.6036079406
357	0.6032636275
358	0.6029691383
359	0.6027469025
360	0.6025166987
361	0.6022301618
362	0.6020386169
363	0.6017790551
364	0.601469625
365	0.6011426172
366	0.6009156416
367	0.6007584242
368	0.6005753076
369	0.6003276583
370	0.6000942952
371	0.5998604272
372	0.5996966167
373	0.5992489065
374	0.5990095337
375	0.598743289
376	0.5983650712
377	0.5981023887
378	0.597976242
379	0.5977345045
380	0.5975752529
381	0.59735278
382	0.5970360857
383	0.5967878332
384	0.5966215434
385	0.5964087365
386	0.5961423871
387	0.5958072469
388	0.5955791651
389	0.5953131934
390	0.5950475521
391	0.594835453
392	0.5946027423
393	0.594374593
394	0.5942408406
395	0.5939499324
396	0.5936447835
397	0.5934476374
398	0.5932334469
399	0.59298753
400	0.5927843646
401	0.5925295222
402	0.5923010474
403	0.5921240169
404	0.5919471404
405	0.5917773233
406	0.5916895024
407	0.591444113
408	0.5912436857
409	0.5909900737
410	0.5906542342
411	0.5903821603
412	0.5901501088
413	0.5899892529
414	0.5897236025
415	0.5895394166
416	0.5891251851
417	0.5888930001
418	0.588664281
419	0.5885041963
420	0.5882701306
421	0.5881394024
422	0.5878617586
423	0.5876864638
424	0.5874295618
425	0.5871985689
426	0.5868529203
427	0.5865764197
428	0.5863067844
429	0.586039829
430	0.5857800064
431	0.5855027222
432	0.5852726914
433	0.5849419515
434	0.584687034
435	0.5844813986
436	0.5842539996
437	0.5840376457
438	0.5838558714
439	0.5836630585
440	0.5833846169
441	0.5831236959
442	0.5829392807
443	0.5827413414
444	0.582524359
445	0.5823406654
446	0.5821505718
447	0.5818761677
448	0.5817307003
449	0.5814433123
450	0.5812563171
451	0.5811074949
452	0.5808636573
453	0.5806234946
454	0.5804038544
455	0.5800989968
456	0.5798922527
457	0.579767008
458	0.5795780407
459	0.5794016392
460	0.5792113864
461	0.5790185738
462	0.5788212629
463	0.5785932498
464	0.5783854237
465	0.5781597334
466	0.5779290255
467	0.5777433221
468	0.5775627867
469	0.5773853532
470	0.5772815016
471	0.577034074
472	0.5768334309
473	0.5766074873
474	0.5763584218
475	0.5761928515
476	0.5759530706
477	0.5757771709
478	0.5755025228
479	0.5752377626
480	0.5750027288
481	0.574812014
482	0.5746524558
483	0.5744305019
484	0.5742058172
485	0.5739862999
486	0.5737741089
487	0.5736320893
488	0.5734831034
489	0.5733126984
490	0.5730404464
491	0.5728157732
492	0.5725428833
493	0.5723890741
494	0.5722368118
495	0.5719509828
496	0.5717844599
497	0.5716326497
498	0.5714062618
499	0.5712217425
500	0.5710414597
501	0.5708654142
502	0.5707195167
503	0.5706793425
504	0.5704364646
505	0.5703352686
506	0.5702081883
507	0.5699707586
508	0.5697660094
509	0.5695502237
510	0.5693485627
511	0.569171872
512	0.5690031599
513	0.5687541884
514	0.5684877656
515	0.5681999299
516	0.5680234171
517	0.5678122493
518	0.5676462433
519	0.5673914103
520	0.5671768471
521	0.5669183443
522	0.5667807227
523	0.5665998426
524	0.5662456524
525	0.5660215024
526	0.5658573767
527	0.5656804739
528	0.565486945
529	0.5652981131
530	0.5652376204
531	0.5651523677
532	0.5649725188
533	0.5648001283
534	0.5645712599
535	0.5643791821
536	0.5642089626
537	0.5639741587
538	0.5637536808
539	0.56356499
540	0.5633246472
541	0.563172853
542	0.5629821123
543	0.5627797506
544	0.5625927435
545	0.56239178
546	0.5621790881
547	0.5619598402
548	0.5617964644
549	0.561616044
550	0.5614574813
551	0.5612987418
552	0.5610447497
553	0.5609622937
554	0.5607863203
555	0.5605847287
556	0.5604350039
557	0.5602741641
558	0.559934679
559	0.5597076609
560	0.559499828
561	0.5593138526
562	0.5591771767
563	0.5590259499
564	0.5588300164
565	0.5586274606
566	0.5584280662
567	0.5582788844
568	0.5580876871
569	0.557983955
570	0.5578130651
571	0.5576518508
572	0.5573937608
573	0.5572848747
574	0.5570760537
575	0.5569012623
576	0.5566731973
577	0.5564804819
578	0.5562059278
579	0.5559925741
580	0.5557263246
581	0.5554948422
582	0.5552991026
583	0.5550617605
584	0.5549097956
585	0.5547102889
586	0.5544907939
587	0.5542566248
588	0.5540459701
589	0.5538671078
590	0.5536847856
591	0.5534947541
592	0.5533570179
593	0.5531675711
594	0.552957566
595	0.5528969375
596	0.5527740277
597	0.5525848571
598	0.552420834
599	0.5523649769
600	0.5522011052
601	0.5519427126
602	0.5517411309
603	0.5515257488
604	0.5513223
605	0.551193672
606	0.550937426
607	0.5507309077
608	0.5505875061
609	0.5504552394
610	0.5502342811
611	0.5500614588
612	0.5498799036
613	0.5496711535
614	0.5494999595
615	0.5493284234
616	0.5491692771
617	0.5490740904
618	0.5489208528
619	0.5487078681
620	0.5485195749
621	0.5484128442
622	0.5482119888
623	0.5480636127
624	0.5479083571
625	0.5476349869
626	0.5474260457
627	0.5472405979
628	0.5470665216
629	0.5469356467
630	0.5467488406
631	0.5465537534
632	0.5463307371
633	0.5461746155
634	0.5459763133
635	0.5458060652
636	0.5456568312
637	0.545492804
638	0.5453282453
639	0.5451120836
640	0.5448951352
641	0.5446570395
642	0.5443851716
643	0.5441731625
644	0.5438819924
645	0.5437058761
646	0.543485475
647	0.5433009441
648	0.5431287977
649	0.5430218503
650	0.5429300487
651	0.5427462008
652	0.5425526005
653	0.5423570315
654	0.5421147621
655	0.5418333537
656	0.5416640375
657	0.5414386429
658	0.5413032809
659	0.5411313029
660	0.5409463332
661	0.5407497074
662	0.5405043843
663	0.5403762242
664	0.540180917
665	0.5400086321
666	0.5398778552
667	0.5397233444
668	0.5395457688
669	0.5393556349
670	0.5391580684
671	0.5389351761
672	0.5388477945
673	0.5386129901
674	0.5383926699
675	0.5382322968
676	0.5380475667
677	0.537885288
678	0.5376332476
679	0.537452206
680	0.537228574
681	0.5370603524
682	0.5368442363
683	0.5366916852
684	0.5365011682
685	0.5363603441
686	0.5361869202
687	0.5360214271
688	0.535882654
689	0.5357616011
690	0.5355240919
691	0.5353511561
692	0.5351964568
693	0.5350307105
694	0.5348092105
695	0.5346041322
696	0.5343909205
697	0.534212032
698	0.533933638
699	0.5337471979
700	0.5336078177
701	0.5333693046
702	0.5332080957
703	0.533124977
704	0.5329558663
705	0.532727147
706	0.5325436661
707	0.5324049795
708	0.5322445383
709	0.5321731579
710	0.5320143922
711	0.5318490087
712	0.5317137067
713	0.531421405
714	0.5313210405
715	0.5311408544
716	0.5309363701
717	0.530831509
718	0.5306499068
719	0.5305468783
720	0.5303927039
721	0.5301685187
722	0.5299729315
723	0.5298407149
724	0.5296527024
725	0.5295170178
726	0.5293602763
727	0.529177473
728	0.5290439118
729	0.5288223538
730	0.5286429492
731	0.5284798444
732	0.5283752645
733	0.5283081994
734	0.5281126155
735	0.5280098361
736	0.527833833
737	0.5276284373
738	0.527470988
739	0.5272484753
740	0.5270448594
741	0.5269948212
742	0.5268310227
743	0.5267319426
744	0.5264135038
745	0.5262275299
746	0.5261537825
747	0.5259984187
748	0.5258980001
749	0.5258408497
750	0.5256994652
751	0.5255310989
752	0.5254346144
753	0.5252638215
754	0.5251887792
755	0.5250457173
756	0.5248843235
757	0.5247516007
758	0.524546106
759	0.5243533077
760	0.5241497428
761	0.5240223096
762	0.5238426334
763	0.5236697952
764	0.5235375852
765	0.5234267222
766	0.5232699705
767	0.5230978892
768	0.5229513183
769	0.5227723592
770	0.5225900304
771	0.5224738977
772	0.5222795205
773	0.5220458933
774	0.5219311493
775	0.5216945341
776	0.5215813404
777	0.5215257876
778	0.5213650005
779	0.5212292138
780	0.5210830117
781	0.5210377994
782	0.5208357902
783	0.5206799666
784	0.5205313767
785	0.5204706938
786	0.5202691256
787	0.5201187785
788	0.5199921927
789	0.5198730926
790	0.5197292187
791	0.5196248187
792	0.5194629105
793	0.5193045553
794	0.5191792137
795	0.5190892989
796	0.5189411065
797	0.5187733233
798	0.5186655022
799	0.518516429
